dataset_variant,training_variant,Recall@10,Recall@20,Recall@50,Tail_Recall@50,MRR@10,NDCG@10,selection_score,sessions,users,items,mean_completion_pct,median_completion_pct,chapter_end_rate,mid_chapter_rate,abandon_early_rate,steady_rate,dataset_rationale,training_rationale
baseline_legacy_enriched,ultra_low_hardneg_tail,0.005752396832013339,0.010532166180352924,0.023454217034875643,0.006138933764135703,0.0016817412899113608,0.0026127959053435616,0.029132051656791152,239904,4000,8000,0.10006936107776446,0.06,0.0019549486461251167,0.9980450513538749,0.9920343137254902,0.007965686274509803,"Control run: original simulator pressure with richer catalog text. If this loses, the issue is behavioral calibration, not only content text.",Keeps hard-negative mining only as a weak ordering regularizer after tail oversampling.
baseline_legacy_enriched,phase1_tail_lr3e4,0.005919132972071696,0.011393636237321106,0.024565791301931362,0.004415724286483576,0.0018189346972173148,0.002760001457654321,0.02902231855551195,239904,4000,8000,0.10006936107776446,0.06,0.0019549486461251167,0.9980450513538749,0.9920343137254902,0.007965686274509803,"Control run: original simulator pressure with richer catalog text. If this loses, the issue is behavioral calibration, not only content text.",More conservative LR to test if ranking stability improves.
calibrated_balanced,mild_hardneg_tail,0.005948410051145208,0.010784967756281965,0.02462752946408717,0.004247440644739708,0.0019432487619612372,0.0028674824797739213,0.02901579275807574,239841,4000,8000,0.28903169182917016,0.19,0.0638589732364358,0.9361410267635641,0.8784319611742779,0.12156803882572204,Lower transition exits and stronger engagement to fix the prior near-total abandonment problem.,Tests whether hard negatives work only when their loss is heavily downweighted.
high_completion_stress,phase1_tail_lr7e4,0.005419978875979765,0.010172883428762021,0.025932514314303184,0.002708852530068263,0.0015849191790044531,0.0024523018059521558,0.028973458958093536,239857,4000,8000,0.4889013036934507,0.4,0.22743551366022255,0.7725644863397775,0.699003989877302,0.30098767182112673,Tests whether retrieval improves when labels contain many clear positive completions.,Middle learning-rate point between the old 1e-3 and previous best 5e-4.
diverse_taste_clusters,phase1_tail_lr7e4,0.006334565054316117,0.010918789764676464,0.02583835745839469,0.0024747148698084785,0.0020372788536042502,0.0030237404590796086,0.02895964843892201,239954,4000,8000,0.2909928986389058,0.19,0.0663752219175342,0.9336247780824658,0.8769972578077465,0.12299440726139177,Sharper taste clusters and richer topical separation to test whether personalization improves with more learnable structure.,Middle learning-rate point between the old 1e-3 and previous best 5e-4.
calibrated_balanced,pop_balanced_hardneg,0.006059595285746053,0.01064598621303091,0.023654658661329774,0.005336527989544762,0.0018557786319627545,0.002816405275904998,0.028825100630455285,239841,4000,8000,0.28903169182917016,0.19,0.0638589732364358,0.9361410267635641,0.8784319611742779,0.12156803882572204,Lower transition exits and stronger engagement to fix the prior near-total abandonment problem.,Tests popularity-balanced hard-negative mining against phase-1-only training.
high_completion_stress,phase1_lr1e3,0.005892489854911334,0.01159041636555673,0.026821946745233197,0.0010835410120273053,0.0018435207759239112,0.0027709625263090494,0.028788223329811916,239857,4000,8000,0.4889013036934507,0.4,0.22743551366022255,0.7725644863397775,0.699003989877302,0.30098767182112673,Tests whether retrieval improves when labels contain many clear positive completions.,Original phase-1-only baseline; checks if hard negatives are still unnecessary.
diverse_taste_clusters,phase1_tail_weightdecay_lr3e4,0.005528852832495207,0.010390909343483455,0.024754813435945877,0.0036582741553690553,0.0018049805980792561,0.002658534731530615,0.028614397884875135,239954,4000,8000,0.2909928986389058,0.19,0.0663752219175342,0.9336247780824658,0.8769972578077465,0.12299440726139177,Sharper taste clusters and richer topical separation to test whether personalization improves with more learnable structure.,Adds stronger regularization to reduce embedding overfit on sparse implicit labels.
high_completion_stress,mild_hardneg_tail,0.005697926510645395,0.010867752515426094,0.025182055700705988,0.0029255607324737243,0.0015774190047356982,0.0025129335815136764,0.028398814396623624,239857,4000,8000,0.4889013036934507,0.4,0.22743551366022255,0.7725644863397775,0.699003989877302,0.30098767182112673,Tests whether retrieval improves when labels contain many clear positive completions.,Tests whether hard negatives work only when their loss is heavily downweighted.
diverse_taste_clusters,phase1_tail_lr5e4,0.0055844191926207876,0.011502236545995054,0.02517156113688773,0.002689907467183129,0.0018134809281698955,0.002686098987502522,0.02831388671619318,239954,4000,8000,0.2909928986389058,0.19,0.0663752219175342,0.9336247780824658,0.8769972578077465,0.12299440726139177,Sharper taste clusters and richer topical separation to test whether personalization improves with more learnable structure.,Previous best family: lower LR with tail-positive oversampling.
baseline_legacy_enriched,phase1_tail_strong_lr3e4,0.005307767125191052,0.009670696123384743,0.022231485341114354,0.006462035541195477,0.0016069636599023844,0.0024544356674751607,0.02809336182885535,239904,4000,8000,0.10006936107776446,0.06,0.0019549486461251167,0.9980450513538749,0.9920343137254902,0.007965686274509803,"Control run: original simulator pressure with richer catalog text. If this loses, the issue is behavioral calibration, not only content text.",Stronger tail-positive oversampling for weak tail recall.
app_like_balanced,mild_hardneg_tail,0.005254963020630596,0.010315297781237836,0.025357281877328587,0.0022416737830913747,0.001523639168915263,0.002376133022959498,0.028013480262615808,239778,4000,8000,0.3687905896287399,0.26,0.119685709281085,0.880314290718915,0.8102786744405241,0.18970881398627062,"More app-like engagement distribution: less brittle exits, stronger taste clusters, and moderate completion signal.",Tests whether hard negatives work only when their loss is heavily downweighted.
baseline_legacy_enriched,pop_balanced_hardneg,0.004807558705015979,0.009865221620119494,0.023565374461581214,0.004415724286483576,0.00153728074528408,0.0022862484040745987,0.027833049963783565,239904,4000,8000,0.10006936107776446,0.06,0.0019549486461251167,0.9980450513538749,0.9920343137254902,0.007965686274509803,"Control run: original simulator pressure with richer catalog text. If this loses, the issue is behavioral calibration, not only content text.",Tests popularity-balanced hard-negative mining against phase-1-only training.
baseline_legacy_enriched,phase1_tail_lr1e4_long,0.005418924551896623,0.010810059747116855,0.02428789773516743,0.0029079159935379646,0.0015531493501480995,0.0024385893348049027,0.027466769401559153,239904,4000,8000,0.10006936107776446,0.06,0.0019549486461251167,0.9980450513538749,0.9920343137254902,0.007965686274509803,"Control run: original simulator pressure with richer catalog text. If this loses, the issue is behavioral calibration, not only content text.",Very conservative long run; tests whether prior models were under-optimized rather than structurally limited.
diverse_taste_clusters,mild_hardneg_tail,0.005334370572055678,0.010613174783985775,0.024671463895757507,0.0023671185711211535,0.0015689668934744368,0.00243015622065524,0.02744658360263079,239954,4000,8000,0.2909928986389058,0.19,0.0663752219175342,0.9336247780824658,0.8769972578077465,0.12299440726139177,Sharper taste clusters and richer topical separation to test whether personalization improves with more learnable structure.,Tests whether hard negatives work only when their loss is heavily downweighted.
long_tail_harder,phase1_lr1e3,0.006712344028520499,0.011530748663101604,0.025651737967914437,0.0005443658138268917,0.001904527593865829,0.0030040049657761914,0.02728714546819511,239362,4000,8000,0.20374888244583517,0.12,0.023533392936222124,0.9764666070637779,0.9423174940048964,0.05768250599510365,Keeps the task harder with sharper user/item taste clusters and stronger long-tail separation.,Original phase-1-only baseline; checks if hard negatives are still unnecessary.
tail_discovery_stress,mild_hardneg_tail,0.0060071752370887445,0.010846288622521344,0.02433462190950302,0.002294831165992788,0.0019917860442653945,0.002907129560208344,0.027280474185116043,239716,4000,8000,0.22118911545328643,0.14,0.03034424068481036,0.9696557593151897,0.9305219509753208,0.0694780490246792,Harder tail-discovery setting with lower average quality and very sharp item niches.,Tests whether hard negatives work only when their loss is heavily downweighted.
baseline_legacy_enriched,phase1_tail_lr7e4,0.004474086424899264,0.009531749340002778,0.023676531888286785,0.003338718362950996,0.0013798959442977785,0.002094408477038672,0.02704914676583415,239904,4000,8000,0.10006936107776446,0.06,0.0019549486461251167,0.9980450513538749,0.9920343137254902,0.007965686274509803,"Control run: original simulator pressure with richer catalog text. If this loses, the issue is behavioral calibration, not only content text.",Middle learning-rate point between the old 1e-3 and previous best 5e-4.
diverse_taste_clusters,phase1_lr1e3,0.005695551912871947,0.010335342983357875,0.02489372933625983,0.000753174090811276,0.0017594470529763504,0.002656845479938761,0.026562683037597064,239954,4000,8000,0.2909928986389058,0.19,0.0663752219175342,0.9336247780824658,0.8769972578077465,0.12299440726139177,Sharper taste clusters and richer topical separation to test whether personalization improves with more learnable structure.,Original phase-1-only baseline; checks if hard negatives are still unnecessary.
baseline_legacy_enriched,phase1_tail_lr5e4,0.0060580797554536615,0.011032374600527998,0.023926636098374324,0.0017232094776521271,0.001858049319491587,0.002818140460032125,0.026388090651494344,239904,4000,8000,0.10006936107776446,0.06,0.0019549486461251167,0.9980450513538749,0.9920343137254902,0.007965686274509803,"Control run: original simulator pressure with richer catalog text. If this loses, the issue is behavioral calibration, not only content text.",Previous best family: lower LR with tail-positive oversampling.
baseline_legacy_enriched,mild_hardneg_tail,0.005085452271779908,0.009754064193413922,0.022453800194525496,0.003554119547657512,0.00143679796034944,0.0022631351974486237,0.026044373144718146,239904,4000,8000,0.10006936107776446,0.06,0.0019549486461251167,0.9980450513538749,0.9920343137254902,0.007965686274509803,"Control run: original simulator pressure with richer catalog text. If this loses, the issue is behavioral calibration, not only content text.",Tests whether hard negatives work only when their loss is heavily downweighted.
calibrated_balanced,phase1_lr1e3,0.005642650655992884,0.010590393595730488,0.024071603291082943,0.0008712698758440427,0.001732007846500842,0.0026250402842423874,0.025814317730651782,239841,4000,8000,0.28903169182917016,0.19,0.0638589732364358,0.9361410267635641,0.8784319611742779,0.12156803882572204,Lower transition exits and stronger engagement to fix the prior near-total abandonment problem.,Original phase-1-only baseline; checks if hard negatives are still unnecessary.
app_like_balanced,phase1_lr1e3,0.005727631652115887,0.010370905855530223,0.024245120391480843,0.0004269854824935952,0.0015352793511332129,0.002490906548515709,0.025571905978263268,239778,4000,8000,0.3687905896287399,0.26,0.119685709281085,0.880314290718915,0.8102786744405241,0.18970881398627062,"More app-like engagement distribution: less brittle exits, stronger taste clusters, and moderate completion signal.",Original phase-1-only baseline; checks if hard negatives are still unnecessary.
tail_discovery_stress,phase1_lr1e3,0.005923742247684735,0.01056817865784131,0.02394526795895097,0.0006556660474265108,0.0016450425133018233,0.0026261471008178616,0.025504814898050773,239716,4000,8000,0.22118911545328643,0.14,0.03034424068481036,0.9696557593151897,0.9305219509753208,0.0694780490246792,Harder tail-discovery setting with lower average quality and very sharp item niches.,Original phase-1-only baseline; checks if hard negatives are still unnecessary.
baseline_legacy_enriched,phase1_lr1e3,0.005057662915103516,0.009948589690148673,0.022926219258024176,0.0004308023694130318,0.001759319910632958,0.00251414076985691,0.024317686205206416,239904,4000,8000,0.10006936107776446,0.06,0.0019549486461251167,0.9980450513538749,0.9920343137254902,0.007965686274509803,"Control run: original simulator pressure with richer catalog text. If this loses, the issue is behavioral calibration, not only content text.",Original phase-1-only baseline; checks if hard negatives are still unnecessary.
